description,attribute,metric,value
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-03-20,Cases,3617
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-03-21,Cases,3911
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-03-22,Cases,4171
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-03-23,Cases,4574
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-03-24,Cases,4919
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-03-25,Cases,5316
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-03-26,Cases,5611
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-03-27,Cases,6006
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-03-28,Cases,6335
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-03-29,Cases,6632
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-03-30,Cases,7066
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-03-31,Cases,7353
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-01,Cases,7822
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-02,Cases,8178
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-03,Cases,8611
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-04,Cases,8939
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-05,Cases,9254
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-06,Cases,9717
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-07,Cases,10083
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-08,Cases,10468
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-09,Cases,10868
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-10,Cases,11335
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-11,Cases,11708
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-12,Cases,12100
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-13,Cases,12562
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-14,Cases,12967
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-15,Cases,13451
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-16,Cases,13810
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-17,Cases,14302
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-18,Cases,14699
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-19,Cases,15005
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-20,Cases,15616
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-21,Cases,15942
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-22,Cases,16337
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-23,Cases,16717
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-24,Cases,17134
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-25,Cases,17510
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-26,Cases,17855
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-27,Cases,18260
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-28,Cases,18591
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-29,Cases,18922
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-04-30,Cases,19264
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-01,Cases,19645
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-02,Cases,19939
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-03,Cases,20226
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-04,Cases,20588
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-05,Cases,20902
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-06,Cases,21248
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-07,Cases,21556
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-08,Cases,21923
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-09,Cases,22181
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-10,Cases,22453
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-11,Cases,22777
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-12,Cases,23095
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-13,Cases,23434
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-14,Cases,23697
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-15,Cases,23924
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-16,Cases,24150
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-17,Cases,24309
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-18,Cases,24510
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-19,Cases,24714
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-20,Cases,24881
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-21,Cases,24953
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-22,Cases,25013
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-23,Cases,25067
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-24,Cases,25107
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-25,Cases,25120
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2020-05-26,Cases,25121
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,Note,Data is reported daily around 4pm; subsequent days' data may show differences as cases are reported after this time.,NA
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,Note,Onset date may be unavailable for some cases and inferred.,NA
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,Note,Illnesses might not yet be reported due to the time it takes between when a person becomes ill and when the illness is reported.,NA
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-05,Cases,7
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-06,Cases,7
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-07,Cases,7
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-08,Cases,7
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-09,Cases,12
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-10,Cases,18
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-11,Cases,36
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-12,Cases,46
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-13,Cases,72
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-14,Cases,101
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-15,Cases,135
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-16,Cases,169
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-17,Cases,198
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-18,Cases,264
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-19,Cases,345
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-20,Cases,464
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-21,Cases,579
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-22,Cases,704
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-23,Cases,897
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-24,Cases,1072
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-25,Cases,1384
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-26,Cases,1676
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-27,Cases,2002
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-28,Cases,2244
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-29,Cases,2575
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-30,Cases,2898
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-31,Cases,3285
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-01,Cases,3679
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-02,Cases,4126
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-03,Cases,4513
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-04,Cases,4899
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-05,Cases,5119
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-06,Cases,5385
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-07,Cases,5644
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-08,Cases,6192
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-09,Cases,6553
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-10,Cases,6984
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-11,Cases,7416
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-12,Cases,7795
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-13,Cases,8088
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-14,Cases,8397
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-15,Cases,8812
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-16,Cases,9162
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-17,Cases,9584
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-18,Cases,9852
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-19,Cases,10163
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-20,Cases,10450
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-21,Cases,10916
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-22,Cases,11309
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-23,Cases,12279
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-24,Cases,12988
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-25,Cases,13485
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-26,Cases,13916
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-27,Cases,14408
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-28,Cases,14840
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-29,Cases,15681
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-30,Cases,16133
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-01,Cases,16592
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-02,Cases,16997
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-03,Cases,17235
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-04,Cases,17599
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-05,Cases,17995
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-06,Cases,18437
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-07,Cases,18887
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-08,Cases,19439
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-09,Cases,19783
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-10,Cases,19995
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-11,Cases,20242
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-12,Cases,20537
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-13,Cases,20968
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-14,Cases,21370
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-15,Cases,21805
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-16,Cases,22142
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-17,Cases,22360
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-18,Cases,22627
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-19,Cases,22914
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-20,Cases,23271
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-21,Cases,23572
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-22,Cases,24020
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-23,Cases,24233
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-24,Cases,24476
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-25,Cases,24723
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-26,Cases,24891
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,2020-05-27,Cases,25121
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,Note,Data is reported daily around 4pm; subsequent days' data may show differences as cases are reported after this time.,NA
"Case Rates Per 100,000 People in Colorado by County",Adams County,Rate Per 100000,600.23
"Case Rates Per 100,000 People in Colorado by County",Alamosa County,Rate Per 100000,370.74
"Case Rates Per 100,000 People in Colorado by County",Arapahoe County,Rate Per 100000,644.98
"Case Rates Per 100,000 People in Colorado by County",Archuleta County,Rate Per 100000,58.24
"Case Rates Per 100,000 People in Colorado by County",Baca County,Rate Per 100000,338.31
"Case Rates Per 100,000 People in Colorado by County",Bent County,Rate Per 100000,NA
"Case Rates Per 100,000 People in Colorado by County",Boulder County,Rate Per 100000,293.72
"Case Rates Per 100,000 People in Colorado by County",Broomfield County,Rate Per 100000,326.84
"Case Rates Per 100,000 People in Colorado by County",Chaffee County,Rate Per 100000,359.5
"Case Rates Per 100,000 People in Colorado by County",Cheyenne County,Rate Per 100000,268.53
"Case Rates Per 100,000 People in Colorado by County",Clear Creek County,Rate Per 100000,165.58
"Case Rates Per 100,000 People in Colorado by County",Conejos County,Rate Per 100000,NA
"Case Rates Per 100,000 People in Colorado by County",Costilla County,Rate Per 100000,131.27
"Case Rates Per 100,000 People in Colorado by County",Crowley County,Rate Per 100000,1075.64
"Case Rates Per 100,000 People in Colorado by County",Custer County,Rate Per 100000,NA
"Case Rates Per 100,000 People in Colorado by County",Delta County,Rate Per 100000,216.58
"Case Rates Per 100,000 People in Colorado by County",Denver County,Rate Per 100000,757.04
"Case Rates Per 100,000 People in Colorado by County",Dolores County,Rate Per 100000,NA
"Case Rates Per 100,000 People in Colorado by County",Douglas County,Rate Per 100000,203.88
"Case Rates Per 100,000 People in Colorado by County",Eagle County,Rate Per 100000,1064.47
"Case Rates Per 100,000 People in Colorado by County",El Paso County,Rate Per 100000,229
"Case Rates Per 100,000 People in Colorado by County",Elbert County,Rate Per 100000,194.52
"Case Rates Per 100,000 People in Colorado by County",Fremont County,Rate Per 100000,54.27
"Case Rates Per 100,000 People in Colorado by County",Garfield County,Rate Per 100000,225.73
"Case Rates Per 100,000 People in Colorado by County",Gilpin County,Rate Per 100000,NA
"Case Rates Per 100,000 People in Colorado by County",Grand County,Rate Per 100000,64.62
"Case Rates Per 100,000 People in Colorado by County",Gunnison County,Rate Per 100000,1030.69
"Case Rates Per 100,000 People in Colorado by County",Hinsdale County,Rate Per 100000,NA
"Case Rates Per 100,000 People in Colorado by County",Huerfano County,Rate Per 100000,NA
"Case Rates Per 100,000 People in Colorado by County",International,Rate Per 100000,NA
"Case Rates Per 100,000 People in Colorado by County",Jackson County,Rate Per 100000,NA
"Case Rates Per 100,000 People in Colorado by County",Jefferson County,Rate Per 100000,366.36
"Case Rates Per 100,000 People in Colorado by County",Kiowa County,Rate Per 100000,NA
"Case Rates Per 100,000 People in Colorado by County",Kit Carson County,Rate Per 100000,363.28
"Case Rates Per 100,000 People in Colorado by County",La Plata County,Rate Per 100000,136.52
"Case Rates Per 100,000 People in Colorado by County",Lake County,Rate Per 100000,347.85
"Case Rates Per 100,000 People in Colorado by County",Larimer County,Rate Per 100000,161.83
"Case Rates Per 100,000 People in Colorado by County",Las Animas County,Rate Per 100000,34.5
"Case Rates Per 100,000 People in Colorado by County",Lincoln County,Rate Per 100000,NA
"Case Rates Per 100,000 People in Colorado by County",Logan County,Rate Per 100000,2676.86
"Case Rates Per 100,000 People in Colorado by County",Mesa County,Rate Per 100000,34.5
"Case Rates Per 100,000 People in Colorado by County",Mineral County,Rate Per 100000,NA
"Case Rates Per 100,000 People in Colorado by County",Moffat County,Rate Per 100000,53.11
"Case Rates Per 100,000 People in Colorado by County",Montezuma County,Rate Per 100000,141.44
"Case Rates Per 100,000 People in Colorado by County",Montrose County,Rate Per 100000,385.71
"Case Rates Per 100,000 People in Colorado by County",Morgan County,Rate Per 100000,2175.21
"Case Rates Per 100,000 People in Colorado by County",Otero County,Rate Per 100000,98.02
"Case Rates Per 100,000 People in Colorado by County",Ouray County,Rate Per 100000,166.74
"Case Rates Per 100,000 People in Colorado by County",Park County,Rate Per 100000,123.94
"Case Rates Per 100,000 People in Colorado by County",Phillips County,Rate Per 100000,281.29
"Case Rates Per 100,000 People in Colorado by County",Pitkin County,Rate Per 100000,318.81
"Case Rates Per 100,000 People in Colorado by County",Prowers County,Rate Per 100000,107.63
"Case Rates Per 100,000 People in Colorado by County",Pueblo County,Rate Per 100000,166.35
"Case Rates Per 100,000 People in Colorado by County",Rio Blanco County,Rate Per 100000,NA
"Case Rates Per 100,000 People in Colorado by County",Rio Grande County,Rate Per 100000,124.71
"Case Rates Per 100,000 People in Colorado by County",Routt County,Rate Per 100000,237.51
"Case Rates Per 100,000 People in Colorado by County",Saguache County,Rate Per 100000,482.67
"Case Rates Per 100,000 People in Colorado by County",San Juan County,Rate Per 100000,NA
"Case Rates Per 100,000 People in Colorado by County",San Miguel County,Rate Per 100000,281.28
"Case Rates Per 100,000 People in Colorado by County",Sedgwick County,Rate Per 100000,NA
"Case Rates Per 100,000 People in Colorado by County",Summit County,Rate Per 100000,687.7
"Case Rates Per 100,000 People in Colorado by County",Teller County,Rate Per 100000,127.69
"Case Rates Per 100,000 People in Colorado by County",Washington County,Rate Per 100000,697.82
"Case Rates Per 100,000 People in Colorado by County",Weld County,Rate Per 100000,777.72
"Case Rates Per 100,000 People in Colorado by County",Yuma County,Rate Per 100000,199.42
"Case Rates Per 100,000 People in Colorado by County",Note,Rates are not shown for counties with fewer than 5 cases.,NA
"Case Rates Per 100,000 People in Colorado by County",Note,Caution should be used when interpreting rates in counties with small populations.,NA
"Case Rates Per 100,000 People in Colorado by County",Note,Some cases may still be under investigation and county not assigned yet.,NA
Total COVID-19 Tests Performed in Colorado by County,Adams County,Total Tests Performed,19157
Total COVID-19 Tests Performed in Colorado by County,Adams County,Percent of tests by PCR,85.91
Total COVID-19 Tests Performed in Colorado by County,Adams County,Percent of tests by Serology,14.09
Total COVID-19 Tests Performed in Colorado by County,Alamosa County,Total Tests Performed,582
Total COVID-19 Tests Performed in Colorado by County,Alamosa County,Percent of tests by PCR,98.11
Total COVID-19 Tests Performed in Colorado by County,Alamosa County,Percent of tests by Serology,1.89
Total COVID-19 Tests Performed in Colorado by County,Arapahoe County,Total Tests Performed,27244
Total COVID-19 Tests Performed in Colorado by County,Arapahoe County,Percent of tests by PCR,74.99
Total COVID-19 Tests Performed in Colorado by County,Arapahoe County,Percent of tests by Serology,25.01
Total COVID-19 Tests Performed in Colorado by County,Archuleta County,Total Tests Performed,194
Total COVID-19 Tests Performed in Colorado by County,Archuleta County,Percent of tests by PCR,98.45
Total COVID-19 Tests Performed in Colorado by County,Archuleta County,Percent of tests by Serology,1.55
Total COVID-19 Tests Performed in Colorado by County,Baca County,Total Tests Performed,87
Total COVID-19 Tests Performed in Colorado by County,Baca County,Percent of tests by PCR,98.85
Total COVID-19 Tests Performed in Colorado by County,Baca County,Percent of tests by Serology,1.15
Total COVID-19 Tests Performed in Colorado by County,Bent County,Total Tests Performed,213
Total COVID-19 Tests Performed in Colorado by County,Bent County,Percent of tests by PCR,99.06
Total COVID-19 Tests Performed in Colorado by County,Bent County,Percent of tests by Serology,0.94
Total COVID-19 Tests Performed in Colorado by County,Boulder County,Total Tests Performed,11861
Total COVID-19 Tests Performed in Colorado by County,Boulder County,Percent of tests by PCR,74.14
Total COVID-19 Tests Performed in Colorado by County,Boulder County,Percent of tests by Serology,25.86
Total COVID-19 Tests Performed in Colorado by County,Broomfield County,Total Tests Performed,2327
Total COVID-19 Tests Performed in Colorado by County,Broomfield County,Percent of tests by PCR,72.2
Total COVID-19 Tests Performed in Colorado by County,Broomfield County,Percent of tests by Serology,27.8
Total COVID-19 Tests Performed in Colorado by County,Chaffee County,Total Tests Performed,599
Total COVID-19 Tests Performed in Colorado by County,Chaffee County,Percent of tests by PCR,88.81
Total COVID-19 Tests Performed in Colorado by County,Chaffee County,Percent of tests by Serology,11.19
Total COVID-19 Tests Performed in Colorado by County,Cheyenne County,Total Tests Performed,30
Total COVID-19 Tests Performed in Colorado by County,Cheyenne County,Percent of tests by PCR,96.67
Total COVID-19 Tests Performed in Colorado by County,Cheyenne County,Percent of tests by Serology,3.33
Total COVID-19 Tests Performed in Colorado by County,Clear Creek County,Total Tests Performed,340
Total COVID-19 Tests Performed in Colorado by County,Clear Creek County,Percent of tests by PCR,70.29
Total COVID-19 Tests Performed in Colorado by County,Clear Creek County,Percent of tests by Serology,29.71
Total COVID-19 Tests Performed in Colorado by County,Conejos County,Total Tests Performed,81
Total COVID-19 Tests Performed in Colorado by County,Conejos County,Percent of tests by PCR,96.3
Total COVID-19 Tests Performed in Colorado by County,Conejos County,Percent of tests by Serology,3.7
Total COVID-19 Tests Performed in Colorado by County,Costilla County,Total Tests Performed,31
Total COVID-19 Tests Performed in Colorado by County,Costilla County,Percent of tests by PCR,74.19
Total COVID-19 Tests Performed in Colorado by County,Costilla County,Percent of tests by Serology,25.81
Total COVID-19 Tests Performed in Colorado by County,Crowley County,Total Tests Performed,842
Total COVID-19 Tests Performed in Colorado by County,Crowley County,Percent of tests by PCR,99.76
Total COVID-19 Tests Performed in Colorado by County,Crowley County,Percent of tests by Serology,0.24
Total COVID-19 Tests Performed in Colorado by County,Custer County,Total Tests Performed,60
Total COVID-19 Tests Performed in Colorado by County,Custer County,Percent of tests by PCR,85
Total COVID-19 Tests Performed in Colorado by County,Custer County,Percent of tests by Serology,15
Total COVID-19 Tests Performed in Colorado by County,Delta County,Total Tests Performed,1037
Total COVID-19 Tests Performed in Colorado by County,Delta County,Percent of tests by PCR,93.64
Total COVID-19 Tests Performed in Colorado by County,Delta County,Percent of tests by Serology,6.36
Total COVID-19 Tests Performed in Colorado by County,Denver County,Total Tests Performed,39447
Total COVID-19 Tests Performed in Colorado by County,Denver County,Percent of tests by PCR,75.96
Total COVID-19 Tests Performed in Colorado by County,Denver County,Percent of tests by Serology,24.04
Total COVID-19 Tests Performed in Colorado by County,Dolores County,Total Tests Performed,14
Total COVID-19 Tests Performed in Colorado by County,Dolores County,Percent of tests by PCR,100
Total COVID-19 Tests Performed in Colorado by County,Dolores County,Percent of tests by Serology,0
Total COVID-19 Tests Performed in Colorado by County,Douglas County,Total Tests Performed,12381
Total COVID-19 Tests Performed in Colorado by County,Douglas County,Percent of tests by PCR,56.75
Total COVID-19 Tests Performed in Colorado by County,Douglas County,Percent of tests by Serology,43.25
Total COVID-19 Tests Performed in Colorado by County,Eagle County,Total Tests Performed,7969
Total COVID-19 Tests Performed in Colorado by County,Eagle County,Percent of tests by PCR,41.18
Total COVID-19 Tests Performed in Colorado by County,Eagle County,Percent of tests by Serology,58.82
Total COVID-19 Tests Performed in Colorado by County,El Paso County,Total Tests Performed,23205
Total COVID-19 Tests Performed in Colorado by County,El Paso County,Percent of tests by PCR,82.96
Total COVID-19 Tests Performed in Colorado by County,El Paso County,Percent of tests by Serology,17.04
Total COVID-19 Tests Performed in Colorado by County,Elbert County,Total Tests Performed,718
Total COVID-19 Tests Performed in Colorado by County,Elbert County,Percent of tests by PCR,65.04
Total COVID-19 Tests Performed in Colorado by County,Elbert County,Percent of tests by Serology,34.96
Total COVID-19 Tests Performed in Colorado by County,Fremont County,Total Tests Performed,992
Total COVID-19 Tests Performed in Colorado by County,Fremont County,Percent of tests by PCR,92.24
Total COVID-19 Tests Performed in Colorado by County,Fremont County,Percent of tests by Serology,7.76
Total COVID-19 Tests Performed in Colorado by County,Garfield County,Total Tests Performed,2169
Total COVID-19 Tests Performed in Colorado by County,Garfield County,Percent of tests by PCR,90.69
Total COVID-19 Tests Performed in Colorado by County,Garfield County,Percent of tests by Serology,9.31
Total COVID-19 Tests Performed in Colorado by County,Gilpin County,Total Tests Performed,142
Total COVID-19 Tests Performed in Colorado by County,Gilpin County,Percent of tests by PCR,79.58
Total COVID-19 Tests Performed in Colorado by County,Gilpin County,Percent of tests by Serology,20.42
Total COVID-19 Tests Performed in Colorado by County,Grand County,Total Tests Performed,657
Total COVID-19 Tests Performed in Colorado by County,Grand County,Percent of tests by PCR,92.85
Total COVID-19 Tests Performed in Colorado by County,Grand County,Percent of tests by Serology,7.15
Total COVID-19 Tests Performed in Colorado by County,Gunnison County,Total Tests Performed,797
Total COVID-19 Tests Performed in Colorado by County,Gunnison County,Percent of tests by PCR,91.97
Total COVID-19 Tests Performed in Colorado by County,Gunnison County,Percent of tests by Serology,8.03
Total COVID-19 Tests Performed in Colorado by County,Hinsdale County,Total Tests Performed,24
Total COVID-19 Tests Performed in Colorado by County,Hinsdale County,Percent of tests by PCR,100
Total COVID-19 Tests Performed in Colorado by County,Hinsdale County,Percent of tests by Serology,0
Total COVID-19 Tests Performed in Colorado by County,Huerfano County,Total Tests Performed,108
Total COVID-19 Tests Performed in Colorado by County,Huerfano County,Percent of tests by PCR,93.52
Total COVID-19 Tests Performed in Colorado by County,Huerfano County,Percent of tests by Serology,6.48
Total COVID-19 Tests Performed in Colorado by County,International,Total Tests Performed,0
