description,attribute,metric,value
Cases of COVID-19 in Colorado by Date of Illness Onset,4/30/2020,Cases,372
Cases of COVID-19 in Colorado by Date of Illness Onset,5/1/2020,Cases,424
Cases of COVID-19 in Colorado by Date of Illness Onset,5/2/2020,Cases,350
Cases of COVID-19 in Colorado by Date of Illness Onset,5/3/2020,Cases,288
Cases of COVID-19 in Colorado by Date of Illness Onset,5/4/2020,Cases,389
Cases of COVID-19 in Colorado by Date of Illness Onset,5/5/2020,Cases,344
Cases of COVID-19 in Colorado by Date of Illness Onset,5/6/2020,Cases,359
Cases of COVID-19 in Colorado by Date of Illness Onset,5/7/2020,Cases,327
Cases of COVID-19 in Colorado by Date of Illness Onset,5/8/2020,Cases,408
Cases of COVID-19 in Colorado by Date of Illness Onset,5/9/2020,Cases,281
Cases of COVID-19 in Colorado by Date of Illness Onset,5/10/2020,Cases,303
Cases of COVID-19 in Colorado by Date of Illness Onset,5/11/2020,Cases,349
Cases of COVID-19 in Colorado by Date of Illness Onset,5/12/2020,Cases,374
Cases of COVID-19 in Colorado by Date of Illness Onset,5/13/2020,Cases,351
Cases of COVID-19 in Colorado by Date of Illness Onset,5/14/2020,Cases,306
Cases of COVID-19 in Colorado by Date of Illness Onset,5/15/2020,Cases,329
Cases of COVID-19 in Colorado by Date of Illness Onset,5/16/2020,Cases,245
Cases of COVID-19 in Colorado by Date of Illness Onset,5/17/2020,Cases,214
Cases of COVID-19 in Colorado by Date of Illness Onset,5/18/2020,Cases,303
Cases of COVID-19 in Colorado by Date of Illness Onset,5/19/2020,Cases,296
Cases of COVID-19 in Colorado by Date of Illness Onset,5/20/2020,Cases,305
Cases of COVID-19 in Colorado by Date of Illness Onset,5/21/2020,Cases,218
Cases of COVID-19 in Colorado by Date of Illness Onset,5/22/2020,Cases,228
Cases of COVID-19 in Colorado by Date of Illness Onset,5/23/2020,Cases,165
Cases of COVID-19 in Colorado by Date of Illness Onset,5/24/2020,Cases,171
Cases of COVID-19 in Colorado by Date of Illness Onset,5/25/2020,Cases,212
Cases of COVID-19 in Colorado by Date of Illness Onset,5/26/2020,Cases,200
Cases of COVID-19 in Colorado by Date of Illness Onset,5/27/2020,Cases,150
Cases of COVID-19 in Colorado by Date of Illness Onset,5/28/2020,Cases,152
Cases of COVID-19 in Colorado by Date of Illness Onset,5/29/2020,Cases,184
Cases of COVID-19 in Colorado by Date of Illness Onset,5/30/2020,Cases,141
Cases of COVID-19 in Colorado by Date of Illness Onset,5/31/2020,Cases,145
Cases of COVID-19 in Colorado by Date of Illness Onset,6/1/2020,Cases,169
Cases of COVID-19 in Colorado by Date of Illness Onset,6/2/2020,Cases,156
Cases of COVID-19 in Colorado by Date of Illness Onset,6/3/2020,Cases,147
Cases of COVID-19 in Colorado by Date of Illness Onset,6/4/2020,Cases,115
Cases of COVID-19 in Colorado by Date of Illness Onset,6/5/2020,Cases,137
Cases of COVID-19 in Colorado by Date of Illness Onset,6/6/2020,Cases,121
Cases of COVID-19 in Colorado by Date of Illness Onset,6/7/2020,Cases,174
Cases of COVID-19 in Colorado by Date of Illness Onset,6/8/2020,Cases,162
Cases of COVID-19 in Colorado by Date of Illness Onset,6/9/2020,Cases,146
Cases of COVID-19 in Colorado by Date of Illness Onset,6/10/2020,Cases,121
Cases of COVID-19 in Colorado by Date of Illness Onset,6/11/2020,Cases,147
Cases of COVID-19 in Colorado by Date of Illness Onset,6/12/2020,Cases,200
Cases of COVID-19 in Colorado by Date of Illness Onset,6/13/2020,Cases,125
Cases of COVID-19 in Colorado by Date of Illness Onset,6/14/2020,Cases,109
Cases of COVID-19 in Colorado by Date of Illness Onset,6/15/2020,Cases,178
Cases of COVID-19 in Colorado by Date of Illness Onset,6/16/2020,Cases,125
Cases of COVID-19 in Colorado by Date of Illness Onset,6/17/2020,Cases,91
Cases of COVID-19 in Colorado by Date of Illness Onset,6/18/2020,Cases,30
Cases of COVID-19 in Colorado by Date of Illness Onset,6/19/2020,Cases,3
Cases of COVID-19 in Colorado by Date of Illness Onset,Note,Onset date may be unavailable for some cases and inferred.,NA
Cases of COVID-19 in Colorado by Date of Illness Onset,Note,Illnesses might not yet be reported due to the time it takes between when a person becomes ill and when the illness is reported.,NA
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/1/2020,Cases,4
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/2/2020,Cases,5
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/3/2020,Cases,7
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/4/2020,Cases,9
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/5/2020,Cases,11
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/6/2020,Cases,12
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/7/2020,Cases,12
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/8/2020,Cases,18
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/9/2020,Cases,19
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/10/2020,Cases,22
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/11/2020,Cases,22
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/12/2020,Cases,22
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/13/2020,Cases,25
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/14/2020,Cases,26
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/15/2020,Cases,33
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/16/2020,Cases,33
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/17/2020,Cases,35
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/18/2020,Cases,36
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/19/2020,Cases,38
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/20/2020,Cases,44
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/21/2020,Cases,46
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/22/2020,Cases,48
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/23/2020,Cases,54
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/24/2020,Cases,64
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/25/2020,Cases,68
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/26/2020,Cases,75
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/27/2020,Cases,85
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/28/2020,Cases,94
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,2/29/2020,Cases,106
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/1/2020,Cases,162
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/2/2020,Cases,186
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/3/2020,Cases,221
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/4/2020,Cases,264
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/5/2020,Cases,301
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/6/2020,Cases,361
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/7/2020,Cases,417
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/8/2020,Cases,530
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/9/2020,Cases,715
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/10/2020,Cases,886
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/11/2020,Cases,1065
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/12/2020,Cases,1252
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/13/2020,Cases,1520
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/14/2020,Cases,1728
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/15/2020,Cases,2024
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/16/2020,Cases,2352
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/17/2020,Cases,2680
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/18/2020,Cases,3022
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/19/2020,Cases,3311
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/20/2020,Cases,3659
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/21/2020,Cases,3958
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/22/2020,Cases,4222
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/23/2020,Cases,4637
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/24/2020,Cases,4986
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/25/2020,Cases,5388
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/26/2020,Cases,5689
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/27/2020,Cases,6082
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/28/2020,Cases,6414
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/29/2020,Cases,6713
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/30/2020,Cases,7157
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,3/31/2020,Cases,7458
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/1/2020,Cases,7960
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/2/2020,Cases,8327
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/3/2020,Cases,8781
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/4/2020,Cases,9111
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/5/2020,Cases,9441
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/6/2020,Cases,9899
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/7/2020,Cases,10262
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/8/2020,Cases,10658
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/9/2020,Cases,11060
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/10/2020,Cases,11523
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/11/2020,Cases,11900
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/12/2020,Cases,12297
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/13/2020,Cases,12768
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/14/2020,Cases,13174
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/15/2020,Cases,13660
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/16/2020,Cases,14028
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/17/2020,Cases,14536
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/18/2020,Cases,14942
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/19/2020,Cases,15254
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/20/2020,Cases,15873
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/21/2020,Cases,16216
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/22/2020,Cases,16622
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/23/2020,Cases,17036
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/24/2020,Cases,17487
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/25/2020,Cases,17866
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/26/2020,Cases,18241
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/27/2020,Cases,18671
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/28/2020,Cases,19025
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/29/2020,Cases,19366
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,4/30/2020,Cases,19738
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/1/2020,Cases,20162
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/2/2020,Cases,20512
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/3/2020,Cases,20800
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/4/2020,Cases,21189
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/5/2020,Cases,21533
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/6/2020,Cases,21892
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/7/2020,Cases,22219
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/8/2020,Cases,22627
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/9/2020,Cases,22908
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/10/2020,Cases,23211
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/11/2020,Cases,23560
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/12/2020,Cases,23934
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/13/2020,Cases,24285
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/14/2020,Cases,24591
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/15/2020,Cases,24920
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/16/2020,Cases,25165
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/17/2020,Cases,25379
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/18/2020,Cases,25682
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/19/2020,Cases,25978
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/20/2020,Cases,26283
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/21/2020,Cases,26501
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/22/2020,Cases,26729
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/23/2020,Cases,26894
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/24/2020,Cases,27065
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/25/2020,Cases,27277
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/26/2020,Cases,27477
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/27/2020,Cases,27627
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/28/2020,Cases,27779
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/29/2020,Cases,27963
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/30/2020,Cases,28104
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,5/31/2020,Cases,28249
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/1/2020,Cases,28418
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/2/2020,Cases,28574
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/3/2020,Cases,28721
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/4/2020,Cases,28836
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/5/2020,Cases,28973
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/6/2020,Cases,29094
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/7/2020,Cases,29268
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/8/2020,Cases,29430
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/9/2020,Cases,29576
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/10/2020,Cases,29697
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/11/2020,Cases,29844
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/12/2020,Cases,30044
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/13/2020,Cases,30169
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/14/2020,Cases,30278
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/15/2020,Cases,30456
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/16/2020,Cases,30581
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/17/2020,Cases,30672
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/18/2020,Cases,30702
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,6/19/2020,Cases,30705
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,Note,Data is reported daily around 4pm; subsequent days' data may show differences as cases are reported after this time.,NA
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,Note,Onset date may be unavailable for some cases and inferred.,NA
Cumulative Number of Cases of COVID-19 in Colorado by Date of Illness Onset,Note,Illnesses might not yet be reported due to the time it takes between when a person becomes ill and when the illness is reported.,NA
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/5/2020,Cases,7
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/6/2020,Cases,7
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/7/2020,Cases,7
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/8/2020,Cases,7
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/9/2020,Cases,12
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/10/2020,Cases,18
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/11/2020,Cases,36
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/12/2020,Cases,46
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/13/2020,Cases,72
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/14/2020,Cases,101
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/15/2020,Cases,135
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/16/2020,Cases,170
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/17/2020,Cases,200
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/18/2020,Cases,266
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/19/2020,Cases,347
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/20/2020,Cases,466
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/21/2020,Cases,581
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/22/2020,Cases,706
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/23/2020,Cases,898
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/24/2020,Cases,1073
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/25/2020,Cases,1385
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/26/2020,Cases,1679
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/27/2020,Cases,2006
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/28/2020,Cases,2249
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/29/2020,Cases,2579
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/30/2020,Cases,2903
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,3/31/2020,Cases,3291
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/1/2020,Cases,3686
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/2/2020,Cases,4133
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/3/2020,Cases,4520
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/4/2020,Cases,4906
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/5/2020,Cases,5126
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/6/2020,Cases,5392
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/7/2020,Cases,5650
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/8/2020,Cases,6198
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/9/2020,Cases,6563
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/10/2020,Cases,6996
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/11/2020,Cases,7428
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/12/2020,Cases,7807
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/13/2020,Cases,8100
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/14/2020,Cases,8409
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/15/2020,Cases,8824
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/16/2020,Cases,9174
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/17/2020,Cases,9593
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/18/2020,Cases,9861
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/19/2020,Cases,10172
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/20/2020,Cases,10466
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/21/2020,Cases,10934
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/22/2020,Cases,11328
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/23/2020,Cases,12300
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/24/2020,Cases,13010
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/25/2020,Cases,13505
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/26/2020,Cases,13935
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/27/2020,Cases,14430
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/28/2020,Cases,14864
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/29/2020,Cases,15706
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,4/30/2020,Cases,16159
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/1/2020,Cases,16617
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/2/2020,Cases,17023
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/3/2020,Cases,17262
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/4/2020,Cases,17628
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/5/2020,Cases,18022
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/6/2020,Cases,18464
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/7/2020,Cases,18919
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/8/2020,Cases,19468
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/9/2020,Cases,19813
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/10/2020,Cases,20027
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/11/2020,Cases,20275
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/12/2020,Cases,20570
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/13/2020,Cases,21000
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/14/2020,Cases,21404
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/15/2020,Cases,21836
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/16/2020,Cases,22170
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/17/2020,Cases,22388
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/18/2020,Cases,22659
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/19/2020,Cases,22949
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/20/2020,Cases,23311
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/21/2020,Cases,23617
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/22/2020,Cases,24065
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/23/2020,Cases,24288
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/24/2020,Cases,24553
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/25/2020,Cases,24856
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/26/2020,Cases,25058
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/27/2020,Cases,25345
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/28/2020,Cases,25688
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/29/2020,Cases,26179
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/30/2020,Cases,26478
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,5/31/2020,Cases,26626
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/1/2020,Cases,26834
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/2/2020,Cases,27074
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/3/2020,Cases,27376
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/4/2020,Cases,27644
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/5/2020,Cases,27874
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/6/2020,Cases,28034
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/7/2020,Cases,28175
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/8/2020,Cases,28352
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/9/2020,Cases,28482
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/10/2020,Cases,28600
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/11/2020,Cases,28788
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/12/2020,Cases,29015
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/13/2020,Cases,29129
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/14/2020,Cases,29261
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/15/2020,Cases,29397
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/16/2020,Cases,29648
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/17/2020,Cases,29890
Cumulative Number of Cases of COVID-19 in Colorado by Date Reported to the State,6/18/2020,Cases,30200
